==PROF== Connected to process 1160977 (/home/ericbuehler/mistral.rs/target/release/mistralrs)
==PROF== Disconnected from process 1160977
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","1160977","mistralrs","127.0.0.1","is_u32_bf16","1","34","(1024, 1, 1)","(5120, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","179648"
"1","1160977","mistralrs","127.0.0.1","affine_bf16","1","34","(1024, 1, 1)","(5120, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","154400"
"2","1160977","mistralrs","127.0.0.1","lt_u32","1","34","(1024, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","4544"
"3","1160977","mistralrs","127.0.0.1","where_u8_u32","1","34","(1024, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","6944"
"4","1160977","mistralrs","127.0.0.1","ne_u32","1","34","(1024, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","4352"
"5","1160977","mistralrs","127.0.0.1","where_u8_u32","1","34","(1024, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","4160"
"6","1160977","mistralrs","127.0.0.1","ne_u32","1","34","(1024, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","3936"
"7","1160977","mistralrs","127.0.0.1","where_u8_u32","1","34","(1024, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","3808"
"8","1160977","mistralrs","127.0.0.1","ne_u32","1","34","(1024, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","3680"
"9","1160977","mistralrs","127.0.0.1","where_u8_u32","1","34","(1024, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","4032"
"10","1160977","mistralrs","127.0.0.1","is_u32_bf16","1","34","(1024, 1, 1)","(21504, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","751072"
"11","1160977","mistralrs","127.0.0.1","affine_bf16","1","34","(1024, 1, 1)","(21504, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","495712"
"12","1160977","mistralrs","127.0.0.1","void quantize_mmq_q8_1<__nv_bfloat16, 0>(const T1 *, const int *, void *, long, long, long, long, long, int, int)","1","34","(128, 1, 1)","(2048, 5, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","64064"
"13","1160977","mistralrs","127.0.0.1","void mul_mat_q<8, 128, 0>(const char *, const int *, const int *, const int *, float *, float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)","1","34","(32, 8, 1)","(1344, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1805408"
"14","1160977","mistralrs","127.0.0.1","cast_f32_bf16","1","34","(1024, 1, 1)","(21504, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","647872"
"15","1160977","mistralrs","127.0.0.1","affine_bf16","1","34","(1024, 1, 1)","(21504, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","474912"
"16","1160977","mistralrs","127.0.0.1","rmsnorm_bf16","1","34","(32, 1, 1)","(86016, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","403040"
"17","1160977","mistralrs","127.0.0.1","badd_bf16","1","34","(1024, 1, 1)","(21504, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","650976"
"18","1160977","mistralrs","127.0.0.1","affine_bf16","1","34","(1024, 1, 1)","(21504, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","466304"
"19","1160977","mistralrs","127.0.0.1","ucopy_bf16","1","34","(1024, 1, 1)","(21504, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","919296"
"20","1160977","mistralrs","127.0.0.1","cast_f32_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","7040"
