==PROF== Connected to process 1197202 (/home/ericbuehler/mistral.rs/target/release/mistralrs)
==PROF== Disconnected from process 1197202
"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","10528"
"1","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5696"
"2","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","7264"
"3","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5760"
"4","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5728"
"5","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","22880"
"6","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","19584"
"7","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","9504"
"8","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","6144"
"9","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5792"
"10","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5824"
"11","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","31648"
"12","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5760"
"13","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5760"
"14","1197202","mistralrs","127.0.0.1","1197550  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5760"
