==PROF== Connected to process 1186710 (/home/ericbuehler/mistral.rs/target/release/mistralrs)
==PROF== Disconnected from process 1186710
"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","copy2d_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","6944"
"1","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","copy2d_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","4992"
"2","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","copy2d_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","2048"
"3","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","copy2d_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1792"
"4","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","copy2d_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1888"
"5","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","copy2d_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1824"
"6","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","copy2d_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1824"
"7","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","copy2d_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1792"
"8","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","std::enable_if<!T7, void>::type internal::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)","1","34","(16, 4, 1)","(1, 1, 8)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","2752"
"9","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","cast_bf16_f32","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","2688"
"10","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","softmax_f32","1","34","(1, 32, 1)","(8, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","14624"
"11","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","cast_f32_bf16","1","34","(1024, 1, 1)","(1, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","1696"
"12","1186710","mistralrs","127.0.0.1","1187004  ""<default domain>:gemma4.attn.paged:none:none:none:none:none:none"" ","","void gemmk1_kernel<int, float, 256, 5, 1, 0, 0, 0, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float, 0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)","1","34","(256, 1, 1)","(8, 1, 8)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5088"
