==PROF== Connected to process 1185756 (/home/ericbuehler/mistral.rs/target/release/mistralrs)
==PROF== Disconnected from process 1185756
"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","10592"
"1","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","6944"
"2","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","9184"
"3","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5696"
"4","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","6080"
"5","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","15104"
"6","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","9120"
"7","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","9088"
"8","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","6912"
"9","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","19744"
"10","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","10976"
"11","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","14816"
"12","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","7456"
"13","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","17376"
"14","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","9184"
"15","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","8576"
"16","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5824"
"17","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","18272"
"18","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","10144"
"19","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","10112"
"20","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","5856"
"21","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","7072"
"22","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","15456"
"23","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" ","","rmsnorm_bf16","1","34","(32, 1, 1)","(2, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","10848"
"24","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" "," ""0:<default domain>:mistralrs.bench.prefill:none:none:none:none:none:none"" ","ucopy_bf16","1","34","(1024, 1, 1)","(1024, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","77888"
"25","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" "," ""0:<default domain>:mistralrs.bench.prefill:none:none:none:none:none:none"" ","rmsnorm_bf16","1","34","(32, 1, 1)","(4096, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","22304"
"26","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" "," ""0:<default domain>:mistralrs.bench.prefill:none:none:none:none:none:none"" ","ucopy_bf16","1","34","(1024, 1, 1)","(1024, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","74784"
"27","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" "," ""0:<default domain>:mistralrs.bench.prefill:none:none:none:none:none:none"" ","rmsnorm_bf16","1","34","(32, 1, 1)","(4096, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","17312"
"28","1185756","mistralrs","127.0.0.1","1186047  ""<default domain>:gemma4.attn.kv:none:none:none:none:none:none"" "," ""0:<default domain>:mistralrs.bench.prefill:none:none:none:none:none:none"" ","ucopy_bf16","1","34","(1024, 1, 1)","(1024, 1, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","45568"
